day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;83200;PINA_COLADAS;14818;103;;;;;14821;103;;;;;14819.5;7635.0
2;83200;COCONUTS;7915;171;;;;;7918;171;;;;;7916.5;10526.0
2;83200;BANANAS;4810;23;;;;;4817;23;;;;;4813.5;539.6875
2;83200;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;1205.0
2;83300;BANANAS;4811;30;;;;;4817;30;;;;;4814.0;544.609375
2;83300;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1205.0
2;83300;COCONUTS;7914;161;;;;;7917;161;;;;;7915.5;10833.5
2;83300;PINA_COLADAS;14818;36;14817;54;;;14820;36;14821;54;;;14819.0;7765.0
2;83400;BANANAS;4814;5;4811;20;;;4818;20;;;;;4816.0;545.54296875
2;83400;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;1205.0
2;83400;COCONUTS;7914;195;;;;;7917;195;;;;;7915.5;11112.5
2;83400;PINA_COLADAS;14815;102;;;;;14818;102;;;;;14816.5;8555.5
2;83500;BANANAS;4811;28;;;;;4816;1;4817;1;4818;28;4813.5;546.8671875
2;83500;PEARLS;9996;1;9995;28;;;10002;1;10004;1;10005;28;9999.0;1205.0
2;83500;COCONUTS;7915;55;7914;136;;;7917;191;;;;;7916.0;10697.5
2;83500;PINA_COLADAS;14818;39;14817;55;;;14820;39;14821;55;;;14819.0;7757.0
2;83600;PINA_COLADAS;14816;79;;;;;14819;79;;;;;14817.5;8259.5
2;83600;BANANAS;4812;6;4811;30;;;4817;30;;;;;4814.5;544.66796875
2;83600;PEARLS;9998;6;9996;2;9995;28;10004;2;10005;28;;;10001.0;1205.0
2;83600;COCONUTS;7914;213;;;;;7917;213;;;;;7915.5;10955.0
2;83700;BANANAS;4811;2;4810;24;;;4817;26;;;;;4814.0;542.671875
2;83700;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1205.0
2;83700;COCONUTS;7914;153;;;;;7917;153;;;;;7915.5;10837.0
2;83700;PINA_COLADAS;14817;31;14816;58;;;14819;31;14820;58;;;14818.0;8085.5
2;83800;BANANAS;4812;10;4811;30;;;4817;30;;;;;4814.5;544.5234375
2;83800;PEARLS;9998;10;9996;1;9995;29;10004;1;10005;29;;;10001.0;1205.0
2;83800;COCONUTS;7915;167;;;;;7918;167;;;;;7916.5;10430.5
2;83800;PINA_COLADAS;14819;103;;;;;14822;103;;;;;14820.5;7309.0
2;83900;BANANAS;4811;26;;;;;4817;1;4818;25;;;4814.0;546.12890625
2;83900;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1208.0
2;83900;COCONUTS;7915;174;;;;;7917;47;7918;127;;;7916.0;10587.0
2;83900;PINA_COLADAS;14818;86;;;;;14821;86;;;;;14819.5;7621.0
2;84000;PINA_COLADAS;14815;96;;;;;14818;40;14819;56;;;14816.5;8440.0
2;84000;BANANAS;4811;23;;;;;4818;23;;;;;4814.5;550.75
2;84000;PEARLS;10002;1;9995;23;;;10005;23;;;;;10003.5;1208.0
2;84000;COCONUTS;7915;64;7914;161;;;7917;161;;;;;7916.0;11136.0
2;84100;BANANAS;4812;1;4811;26;;;4818;26;;;;;4815.0;552.53125
2;84100;PEARLS;9998;1;9996;2;9995;24;10004;2;10005;24;;;10001.0;1208.0
2;84100;COCONUTS;7913;69;7912;101;;;7915;170;;;;;7914.0;11905.0
2;84100;PINA_COLADAS;14814;36;14813;50;;;14817;86;;;;;14815.5;8949.0
2;84200;BANANAS;4817;1;4813;6;4812;29;4818;29;;;;;4817.5;555.9296875
2;84200;PEARLS;9998;5;9996;2;9995;27;10004;2;10005;27;;;10001.0;1208.0
2;84200;COCONUTS;7913;216;;;;;7916;216;;;;;7914.5;11665.5
2;84200;PINA_COLADAS;14816;89;;;;;14817;20;14819;89;;;14816.5;8193.0
2;84300;BANANAS;4817;1;4812;27;;;4819;27;;;;;4818.0;560.7265625
2;84300;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;1208.0
2;84300;COCONUTS;7912;162;;;;;7915;162;;;;;7913.5;12224.0
2;84300;PINA_COLADAS;14812;20;14811;63;;;14815;83;;;;;14813.5;9545.5
2;84400;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;1208.0
2;84400;BANANAS;4812;29;;;;;4819;29;;;;;4815.5;561.7421875
2;84400;COCONUTS;7914;60;7913;117;;;7916;177;;;;;7915.0;11325.5
2;84400;PINA_COLADAS;14812;113;;;;;14815;40;14816;73;;;14813.5;9324.0
2;84500;PEARLS;9996;1;9995;29;;;9998;1;10004;1;10005;29;9997.0;1208.0
2;84500;BANANAS;4812;1;4811;29;;;4818;30;;;;;4815.0;558.296875
2;84500;COCONUTS;7914;57;7913;146;;;7916;203;;;;;7915.0;11296.0
2;84500;PINA_COLADAS;14815;27;14814;75;;;14817;27;14818;75;;;14816.0;8666.5
2;84600;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1210.0
2;84600;BANANAS;4816;3;4811;30;;;4818;30;;;;;4817.0;557.4609375
2;84600;COCONUTS;7914;67;7913;136;;;7916;203;;;;;7915.0;11370.0
2;84600;PINA_COLADAS;14816;23;14815;65;;;14818;23;14819;65;;;14817.0;8412.5
2;84700;PINA_COLADAS;14818;91;;;;;14821;91;;;;;14819.5;7563.0
2;84700;PEARLS;9996;2;9995;20;;;10002;3;10004;2;10005;20;9999.0;1210.0
2;84700;BANANAS;4816;6;4812;22;;;4818;22;;;;;4817.0;560.28125
2;84700;COCONUTS;7915;41;7914;139;;;7917;180;;;;;7916.0;10713.5
2;84800;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;1210.0
2;84800;BANANAS;4811;22;;;;;4818;22;;;;;4814.5;557.708984375
2;84800;COCONUTS;7915;67;7914;109;;;7917;176;;;;;7916.0;10683.5
2;84800;PINA_COLADAS;14820;24;14819;69;;;14822;24;14823;69;;;14821.0;7167.0
2;84900;PEARLS;9996;1;9995;21;;;9998;1;10004;1;10005;21;9997.0;1210.0
2;84900;BANANAS;4812;1;4811;21;;;4818;22;;;;;4815.0;564.421875
2;84900;COCONUTS;7916;169;;;;;7918;42;7919;127;;;7917.0;10068.0
2;84900;PINA_COLADAS;14820;96;;;;;14823;96;;;;;14821.5;7074.5
2;85000;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;1212.0
2;85000;BANANAS;4811;29;;;;;4818;29;;;;;4814.5;562.12890625
2;85000;COCONUTS;7914;177;;;;;7917;177;;;;;7915.5;10909.0
2;85000;PINA_COLADAS;14818;29;14817;105;;;14820;35;14821;70;;;14819.0;7840.0
2;85100;PINA_COLADAS;14820;28;14819;57;;;14822;28;14823;57;;;14821.0;7197.0
2;85100;BANANAS;4812;8;4811;23;;;4818;23;;;;;4815.0;560.796875
2;85100;PEARLS;10002;1;9998;8;9995;23;10005;23;;;;;10003.5;1212.0
2;85100;COCONUTS;7915;225;;;;;7918;225;;;;;7916.5;10230.5
2;85200;BANANAS;4812;21;;;;;4818;21;;;;;4815.0;566.125
2;85200;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;1214.0
2;85200;COCONUTS;7915;197;;;;;7918;197;;;;;7916.5;10387.0
2;85200;PINA_COLADAS;14819;96;;;;;14822;96;;;;;14820.5;7351.5
2;85300;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;1214.0
2;85300;COCONUTS;7916;58;7915;135;;;7918;193;;;;;7917.0;10135.0
2;85300;PINA_COLADAS;14820;101;;;;;14823;26;14824;75;;;14821.5;6928.0
2;85300;BANANAS;4813;1;4812;29;;;4819;30;;;;;4816.0;573.41015625
2;85400;PEARLS;9998;9;9995;22;;;10005;22;;;;;10001.5;1214.0
2;85400;COCONUTS;7916;47;7915;122;;;7918;169;;;;;7917.0;10137.0
2;85400;PINA_COLADAS;14822;28;14821;53;;;14824;28;14825;53;;;14823.0;6576.5
2;85400;BANANAS;4814;9;4813;22;;;4820;22;;;;;4817.0;576.75390625
2;85500;PINA_COLADAS;14821;83;;;;;14824;83;;;;;14822.5;6662.5
2;85500;BANANAS;4813;31;;;;;4819;1;4820;30;;;4816.0;576.73046875
2;85500;PEARLS;10002;1;10000;3;9996;1;10004;1;10005;30;;;10003.0;1214.0
2;85500;COCONUTS;7916;200;;;;;7918;68;7919;132;;;7917.0;9966.5
2;85600;BANANAS;4813;29;;;;;4820;29;;;;;4816.5;579.8984375
2;85600;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;1216.0
2;85600;COCONUTS;7916;169;;;;;7919;169;;;;;7917.5;9929.5
2;85600;PINA_COLADAS;14819;29;14818;51;;;14821;29;14822;51;;;14820.0;7465.0
2;85700;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1216.0
2;85700;COCONUTS;7916;179;;;;;7919;179;;;;;7917.5;9677.0
2;85700;PINA_COLADAS;14820;89;;;;;14823;89;;;;;14821.5;6956.0
2;85700;BANANAS;4814;24;;;;;4820;24;;;;;4817.0;584.765625
2;85800;PEARLS;10002;1;9995;28;;;10005;28;;;;;10003.5;1216.0
2;85800;COCONUTS;7915;183;;;;;7918;183;;;;;7916.5;10233.5
2;85800;PINA_COLADAS;14819;94;;;;;14822;94;;;;;14820.5;7366.5
2;85800;BANANAS;4813;28;;;;;4820;28;;;;;4816.5;579.6875
2;85900;PINA_COLADAS;14818;74;;;;;14821;74;;;;;14819.5;7559.5
2;85900;BANANAS;4813;22;;;;;4820;22;;;;;4816.5;580.34375
2;85900;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1216.0
2;85900;COCONUTS;7915;214;;;;;7918;214;;;;;7916.5;10542.5
2;86000;BANANAS;4812;31;;;;;4819;31;;;;;4815.5;571.59765625
2;86000;PEARLS;10002;1;9996;2;9995;29;10004;2;10005;29;;;10003.0;1216.0
2;86000;COCONUTS;7916;43;7915;103;;;7918;146;;;;;7917.0;10191.5
2;86000;PINA_COLADAS;14816;87;;;;;14819;34;14820;53;;;14817.5;8128.0
2;86100;PEARLS;9998;5;9995;21;;;10005;21;;;;;10001.5;1216.0
2;86100;COCONUTS;7915;202;;;;;7918;202;;;;;7916.5;10525.5
2;86100;PINA_COLADAS;14817;94;;;;;14820;94;;;;;14818.5;7892.5
2;86100;BANANAS;4812;26;;;;;4818;21;;;;;4815.0;565.3046875
2;86200;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;1216.0
2;86200;COCONUTS;7915;172;;;;;7918;172;;;;;7916.5;10426.5
2;86200;PINA_COLADAS;14818;31;14817;54;;;14820;31;14821;54;;;14819.0;7787.0
2;86200;BANANAS;4812;27;;;;;4818;2;4819;25;;;4815.0;567.1015625
2;86300;PINA_COLADAS;14815;102;;;;;14818;102;;;;;14816.5;8491.0
2;86300;BANANAS;4811;26;;;;;4816;1;4817;2;4818;24;4813.5;559.40234375
2;86300;PEARLS;9996;2;9995;24;;;10002;1;10004;2;10005;24;9999.0;1216.0
2;86300;COCONUTS;7915;61;7914;120;;;7917;181;;;;;7916.0;10765.0
2;86400;BANANAS;4811;23;;;;;4817;1;4818;22;;;4814.0;559.02734375
2;86400;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;1216.0
2;86400;COCONUTS;7914;181;;;;;7916;63;7917;118;;;7915.0;11171.5
2;86400;PINA_COLADAS;14812;101;;;;;14815;101;;;;;14813.5;9461.5
2;86500;PEARLS;9996;1;9995;28;;;10000;3;10004;1;10005;28;9998.0;1216.0
2;86500;COCONUTS;7914;50;7913;223;;;7916;223;;;;;7915.0;11661.5
2;86500;PINA_COLADAS;14810;89;;;;;14813;89;;;;;14811.5;10013.0
2;86500;BANANAS;4811;29;;;;;4817;1;4818;28;;;4814.0;560.09375
2;86600;COCONUTS;7912;205;;;;;7915;205;;;;;7913.5;12211.0
2;86600;PINA_COLADAS;14808;91;;;;;14811;91;;;;;14809.5;10673.0
2;86600;PEARLS;9996;2;9995;21;;;10002;2;10004;2;10005;21;9999.0;1216.0
2;86600;BANANAS;4811;23;;;;;4816;2;4817;2;4818;21;4813.5;558.23828125
2;86700;PINA_COLADAS;14809;78;;;;;14812;78;;;;;14810.5;10424.5
2;86700;PEARLS;10002;5;9995;25;;;10005;25;;;;;10003.5;1216.0
2;86700;BANANAS;4816;1;4810;25;;;4817;25;;;;;4816.5;555.0390625
2;86700;COCONUTS;7913;176;;;;;7916;176;;;;;7914.5;11729.0
2;86800;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1216.0
2;86800;BANANAS;4811;30;;;;;4818;30;;;;;4814.5;560.796875
2;86800;COCONUTS;7912;204;;;;;7915;204;;;;;7913.5;12106.5
2;86800;PINA_COLADAS;14808;110;;;;;14811;110;;;;;14809.5;10594.5
2;86900;COCONUTS;7912;51;7911;149;;;7914;200;;;;;7913.0;12550.5
2;86900;PINA_COLADAS;14808;87;;;;;14811;87;;;;;14809.5;10574.0
2;86900;PEARLS;10000;2;9996;1;9995;24;10004;1;10005;24;;;10002.0;1216.0
2;86900;BANANAS;4811;25;;;;;4817;25;;;;;4814.0;559.12109375
2;87000;COCONUTS;7910;184;;;;;7913;184;;;;;7911.5;13400.0
2;87000;PINA_COLADAS;14804;82;;;;;14807;82;;;;;14805.5;11770.0
2;87000;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1216.0
2;87000;BANANAS;4811;26;;;;;4817;26;;;;;4814.0;558.68359375
2;87100;PINA_COLADAS;14803;87;;;;;14806;87;;;;;14804.5;12210.5
2;87100;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1216.0
2;87100;BANANAS;4811;1;4810;23;;;4817;24;;;;;4814.0;557.4140625
2;87100;COCONUTS;7910;196;;;;;7912;196;;;;;7911.0;13673.0
2;87200;PEARLS;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;1216.0
2;87200;BANANAS;4810;26;;;;;4817;26;;;;;4813.5;555.3359375
2;87200;COCONUTS;7910;200;;;;;7913;200;;;;;7911.5;13470.5
2;87200;PINA_COLADAS;14805;99;;;;;14808;99;;;;;14806.5;11617.0
2;87300;COCONUTS;7910;176;;;;;7913;176;;;;;7911.5;13439.5
2;87300;PINA_COLADAS;14807;25;14806;75;;;14809;25;14810;75;;;14808.0;11078.5
2;87300;PEARLS;9998;3;9995;28;;;10005;28;;;;;10001.5;1216.0
2;87300;BANANAS;4810;8;4809;28;;;4816;28;;;;;4813.0;549.0078125
2;87400;COCONUTS;7911;44;7910;219;;;7913;219;;;;;7912.0;13386.0
2;87400;PINA_COLADAS;14807;96;;;;;14810;40;14811;56;;;14808.5;10827.0
2;87400;BANANAS;4810;24;;;;;4817;24;;;;;4813.5;554.20703125
2;87400;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1216.0
2;87500;PINA_COLADAS;14809;96;;;;;14812;96;;;;;14810.5;10342.5
2;87500;BANANAS;4814;2;4810;28;;;4816;2;4817;26;;;4815.0;552.23828125
2;87500;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1216.0
2;87500;COCONUTS;7911;185;;;;;7914;185;;;;;7912.5;12859.5
2;87600;BANANAS;4811;5;4810;26;;;4816;1;4817;25;;;4813.5;552.484375
2;87600;PEARLS;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;1216.0
2;87600;COCONUTS;7910;200;;;;;7913;200;;;;;7911.5;13494.0
2;87600;PINA_COLADAS;14807;94;;;;;14810;94;;;;;14808.5;10935.0
2;87700;COCONUTS;7910;178;;;;;7913;178;;;;;7911.5;13548.0
2;87700;PINA_COLADAS;14811;104;;;;;14814;104;;;;;14812.5;9780.0
2;87700;BANANAS;4810;23;;;;;4815;6;4817;23;;;4812.5;555.55078125
2;87700;PEARLS;9996;1;9995;22;;;10002;6;10004;1;10005;22;9999.0;1216.0
2;87800;PINA_COLADAS;14813;97;;;;;14816;97;;;;;14814.5;9183.5
2;87800;BANANAS;4811;6;4810;23;;;4816;1;4817;22;;;4813.5;553.19921875
2;87800;PEARLS;9998;6;9996;1;9995;22;10004;1;10005;22;;;10001.0;1216.0
2;87800;COCONUTS;7910;224;;;;;7913;224;;;;;7911.5;13208.5
2;87900;PINA_COLADAS;14816;64;14815;66;;;14818;28;14819;66;;;14817.0;8395.5
2;87900;BANANAS;4810;24;;;;;4811;1;4815;7;4817;24;4810.5;582.59375
2;87900;PEARLS;9996;1;9995;23;;;10002;7;10004;1;10005;23;9999.0;1216.0
2;87900;COCONUTS;7911;193;;;;;7913;47;7914;146;;;7912.0;13049.0
2;88000;BANANAS;4811;1;4810;26;;;4817;27;;;;;4814.0;586.1640625
2;88000;PEARLS;9996;1;9995;26;;;9998;1;10004;1;10005;26;9997.0;1216.0
2;88000;COCONUTS;7911;168;;;;;7914;168;;;;;7912.5;12892.0
2;88000;PINA_COLADAS;14819;29;14818;53;;;14821;29;14822;53;;;14820.0;7454.0
2;88100;PINA_COLADAS;14816;100;;;;;14819;100;;;;;14817.5;8259.5
2;88100;BANANAS;4811;1;4810;25;;;4817;26;;;;;4814.0;589.265625
2;88100;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1218.0
2;88100;COCONUTS;7910;178;;;;;7913;178;;;;;7911.5;13523.0
2;88200;PINA_COLADAS;14813;98;;;;;14816;98;;;;;14814.5;9183.0
2;88200;BANANAS;4811;21;;;;;4812;1;4817;1;4818;20;4811.5;596.15625
2;88200;PEARLS;9998;4;9996;1;9995;20;10004;1;10005;20;;;10001.0;1218.0
2;88200;COCONUTS;7910;77;7909;184;;;7911;50;7912;134;;;7910.5;14232.5
2;88300;PINA_COLADAS;14815;34;14814;58;;;14817;34;14818;58;;;14816.0;8660.5
2;88300;BANANAS;4813;4;4810;29;;;4817;29;;;;;4815.0;584.125
2;88300;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;1218.0
2;88300;COCONUTS;7908;176;;;;;7911;176;;;;;7909.5;14505.0
2;88400;BANANAS;4811;1;4810;25;;;4817;26;;;;;4814.0;594.0
2;88400;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1221.0
2;88400;COCONUTS;7909;181;;;;;7911;69;7912;112;;;7910.0;14210.5
2;88400;PINA_COLADAS;14816;86;;;;;14819;99;;;;;14817.5;8265.5
2;88500;PINA_COLADAS;14820;36;14819;73;;;14822;36;14823;73;;;14821.0;7164.5
2;88500;BANANAS;4811;5;4810;24;;;4817;26;;;;;4814.0;594.734375
2;88500;PEARLS;10002;6;9998;3;9996;2;10004;2;10005;24;;;10003.0;1221.0
2;88500;COCONUTS;7910;163;;;;;7913;163;;;;;7911.5;13313.0
2;88600;PINA_COLADAS;14822;89;;;;;14825;89;;;;;14823.5;6572.75
2;88600;BANANAS;4810;27;;;;;4813;1;4817;27;;;4811.5;588.84375
2;88600;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;1221.0
2;88600;COCONUTS;7912;53;7911;190;;;7914;190;;;;;7913.0;12766.25
2;88700;PINA_COLADAS;14823;93;;;;;14826;93;;;;;14824.5;6303.0
2;88700;BANANAS;4810;21;;;;;4817;21;;;;;4813.5;588.4375
2;88700;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;1221.0
2;88700;COCONUTS;7912;198;;;;;7914;70;7915;128;;;7913.0;12248.25
2;88800;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1221.0
2;88800;BANANAS;4810;24;;;;;4813;2;4816;2;4817;22;4811.5;586.0625
2;88800;COCONUTS;7912;158;;;;;7915;158;;;;;7913.5;11921.53125
2;88800;PINA_COLADAS;14823;75;;;;;14826;75;;;;;14824.5;6151.6875
2;88900;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1221.0
2;88900;BANANAS;4810;26;;;;;4816;26;;;;;4813.0;578.453125
2;88900;COCONUTS;7915;71;7914;198;;;7916;63;7917;135;;;7915.5;11877.9375
2;88900;PINA_COLADAS;14828;105;;;;;14831;105;;;;;14829.5;6370.875
2;89000;PINA_COLADAS;14833;15;14831;102;;;14834;102;;;;;14833.5;6730.25
2;89000;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;1221.0
2;89000;BANANAS;4810;21;;;;;4816;21;;;;;4813.0;580.8984375
2;89000;COCONUTS;7915;205;;;;;7916;64;7918;205;;;7915.5;12025.0
2;89100;PEARLS;10002;1;9995;30;;;10005;30;;;;;10003.5;1221.0
2;89100;BANANAS;4810;30;;;;;4813;1;4816;30;;;4811.5;581.7421875
2;89100;COCONUTS;7917;47;7916;169;;;7919;169;;;;;7918.0;12229.5
2;89100;PINA_COLADAS;14833;88;;;;;14836;88;;;;;14834.5;7130.25
2;89200;PEARLS;9995;26;;;;;9998;1;10005;26;;;9996.5;1221.0
2;89200;BANANAS;4810;26;;;;;4817;26;;;;;4813.5;585.046875
2;89200;COCONUTS;7917;197;;;;;7919;197;;;;;7918.0;12557.0
2;89200;PINA_COLADAS;14836;38;14835;71;;;14838;38;14839;71;;;14837.0;7794.5
2;89300;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1223.0
2;89300;BANANAS;4811;26;;;;;4817;1;4818;25;;;4814.0;600.171875
2;89300;COCONUTS;7917;174;;;;;7919;44;7920;130;;;7918.0;12648.0
2;89300;PINA_COLADAS;14839;91;;;;;14842;26;14843;65;;;14840.5;8984.0
2;89400;PINA_COLADAS;14841;85;;;;;14844;85;;;;;14842.5;9546.0
2;89400;PEARLS;9998;3;9996;1;9995;25;10004;1;10005;25;;;10001.0;1223.0
2;89400;BANANAS;4814;2;4812;3;4811;26;4817;1;4818;25;;;4815.5;600.0234375
2;89400;COCONUTS;7917;171;;;;;7920;171;;;;;7918.5;12962.5
2;89500;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;1223.0
2;89500;BANANAS;4811;30;;;;;4818;30;;;;;4814.5;601.3671875
2;89500;COCONUTS;7918;148;;;;;7921;148;;;;;7919.5;13520.0
2;89500;PINA_COLADAS;14843;77;;;;;14844;38;14846;24;14847;53;14843.5;10176.5
2;89600;PEARLS;9996;2;9995;29;;;9998;3;10004;2;10005;29;9997.0;1226.0
2;89600;COCONUTS;7917;229;;;;;7919;79;7920;150;;;7918.0;12651.5
2;89600;BANANAS;4811;31;;;;;4813;2;4818;31;;;4812.0;605.484375
2;89600;PINA_COLADAS;14842;108;;;;;14845;108;;;;;14843.5;9753.0
2;89700;BANANAS;4811;30;;;;;4818;30;;;;;4814.5;603.234375
2;89700;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;1232.0
2;89700;COCONUTS;7917;191;;;;;7920;191;;;;;7918.5;12722.5
2;89700;PINA_COLADAS;14843;85;;;;;14846;85;;;;;14844.5;10084.5
2;89800;PINA_COLADAS;14840;30;14839;59;;;14842;30;14843;59;;;14841.0;8995.0
2;89800;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;1232.0
2;89800;COCONUTS;7915;158;;;;;7918;158;;;;;7916.5;11732.0
2;89800;BANANAS;4816;11;4811;26;;;4818;26;;;;;4817.0;601.375
2;89900;BANANAS;4810;25;;;;;4816;25;;;;;4813.0;615.3203125
2;89900;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;1238.0
2;89900;COCONUTS;7915;150;;;;;7918;150;;;;;7916.5;11674.0
2;89900;PINA_COLADAS;14840;98;;;;;14843;98;;;;;14841.5;9129.5
2;90000;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1238.0
2;90000;COCONUTS;7915;56;7914;123;;;7917;179;;;;;7916.0;11230.5
2;90000;BANANAS;4810;22;;;;;4817;22;;;;;4813.5;617.52734375
2;90000;PINA_COLADAS;14838;95;;;;;14841;95;;;;;14839.5;8656.5
2;90100;BANANAS;4810;20;;;;;4817;20;;;;;4813.5;618.185546875
2;90100;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;1238.0
2;90100;COCONUTS;7915;77;7914;132;;;7917;209;;;;;7916.0;11260.5
2;90100;PINA_COLADAS;14840;28;14839;67;;;14843;95;;;;;14841.5;9061.0
2;90200;PINA_COLADAS;14842;95;;;;;14845;95;;;;;14843.5;9705.0
2;90200;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1238.0
2;90200;COCONUTS;7915;163;;;;;7918;163;;;;;7916.5;11789.0
2;90200;BANANAS;4810;31;;;;;4817;31;;;;;4813.5;616.78125
2;90300;BANANAS;4810;5;4809;30;;;4816;31;;;;;4813.0;614.275390625
2;90300;PEARLS;9998;4;9996;1;9995;30;10004;1;10005;30;;;10001.0;1238.0
2;90300;COCONUTS;7915;179;;;;;7917;43;7918;136;;;7916.0;11461.0
2;90300;PINA_COLADAS;14840;94;;;;;14843;94;;;;;14841.5;9195.5
2;90400;PEARLS;10000;6;9998;4;9996;1;10004;1;10005;25;;;10002.0;1238.0
2;90400;COCONUTS;7915;191;;;;;7918;191;;;;;7916.5;11729.5
2;90400;BANANAS;4810;5;4809;25;;;4812;2;4816;26;;;4811.0;614.2890625
2;90400;PINA_COLADAS;14839;78;;;;;14840;27;14842;78;;;14839.5;8788.5
2;90500;BANANAS;4814;5;4810;20;;;4817;20;;;;;4815.5;619.85546875
2;90500;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;1238.0
2;90500;COCONUTS;7916;196;;;;;7919;196;;;;;7917.5;12133.0
2;90500;PINA_COLADAS;14839;94;;;;;14840;36;14842;94;;;14839.5;8945.5
2;90600;PINA_COLADAS;14839;29;14838;61;;;14842;90;;;;;14840.5;8763.5
2;90600;PEARLS;9998;4;9996;2;9995;28;10004;2;10005;28;;;10001.0;1238.0
2;90600;COCONUTS;7916;50;7915;130;;;7918;180;;;;;7917.0;11848.0
2;90600;BANANAS;4811;4;4810;30;;;4817;30;;;;;4814.0;621.16015625
2;90700;BANANAS;4811;2;4810;27;;;4817;29;;;;;4814.0;622.6796875
2;90700;PEARLS;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;1238.0
2;90700;COCONUTS;7915;75;7914;142;;;7917;217;;;;;7916.0;11240.5
2;90700;PINA_COLADAS;14835;105;;;;;14836;25;14838;105;;;14835.5;7710.5
2;90800;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1240.0
2;90800;COCONUTS;7915;211;;;;;7918;211;;;;;7916.5;11666.0
2;90800;BANANAS;4810;26;;;;;4811;1;4817;26;;;4810.5;620.8671875
2;90800;PINA_COLADAS;14839;21;14838;58;;;14841;21;14842;58;;;14840.0;8740.0
2;90900;BANANAS;4810;24;;;;;4815;1;4817;24;;;4812.5;622.93359375
2;90900;PEARLS;9996;1;9995;23;;;10002;1;10004;1;10005;23;9999.0;1243.0
2;90900;COCONUTS;7917;184;;;;;7919;73;7920;111;;;7918.0;12671.5
2;90900;PINA_COLADAS;14842;38;14841;56;;;14844;38;14845;56;;;14843.0;9639.5
2;91000;PINA_COLADAS;14841;39;14840;72;;;14843;39;14844;72;;;14842.0;9348.5
2;91000;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1243.0
2;91000;COCONUTS;7916;147;;;;;7919;147;;;;;7917.5;12370.0
2;91000;BANANAS;4810;26;;;;;4817;26;;;;;4813.5;623.62890625
2;91100;PEARLS;9998;10;9996;2;9995;28;10004;2;10005;28;;;10001.0;1243.0
2;91100;BANANAS;4811;10;4810;30;;;4817;30;;;;;4814.0;624.00390625
2;91100;COCONUTS;7917;68;7916;106;;;7919;174;;;;;7918.0;12523.0
2;91100;PINA_COLADAS;14845;33;14844;50;;;14848;83;;;;;14846.5;10573.5
